user_id,signup_date,user_segment,initial_plan,acquisition_channel,country
user_011015,2025-06-07,developer,free,organic,Japan
user_011016,2025-05-25,developer,pro,referral,USA
user_011017,2025-06-21,developer,free,social_media,USA
user_011018,2025-10-20,developer,pro,paid_ad,USA
user_011019,2025-10-14,content_creator,free,organic,UK
user_011020,2024-09-14,student,free,paid_ad,Brazil
user_011021,2025-05-12,developer,free,partnership,Germany
user_011022,2025-02-02,content_creator,pro,organic,USA
user_011023,2025-10-28,business,pro,paid_ad,USA
user_011024,2025-05-26,student,free,partnership,USA
user_011025,2025-08-24,content_creator,free,referral,France
user_011026,2025-08-12,student,pro,organic,Other
user_011027,2024-10-16,business,enterprise,partnership,Other
user_011028,2025-08-21,student,free,paid_ad,Brazil
user_011029,2025-05-17,developer,enterprise,organic,Germany
user_011030,2025-10-06,business,pro,partnership,USA
user_011031,2025-02-09,content_creator,free,paid_ad,UK
user_011032,2025-10-30,developer,free,organic,USA
user_011033,2024-11-02,student,free,paid_ad,Japan
user_011034,2024-10-14,student,free,social_media,Japan
user_011035,2024-03-24,student,enterprise,paid_ad,Germany
user_011036,2025-06-29,business,pro,referral,India
user_011037,2025-09-17,student,free,paid_ad,UK
user_011038,2025-05-28,student,free,social_media,India
user_011039,2025-11-27,developer,free,organic,Other
user_011040,2025-03-27,developer,pro,paid_ad,Other
user_011041,2024-10-08,content_creator,free,organic,UK
user_011042,2025-01-05,content_creator,free,partnership,Japan
user_011043,2025-02-01,content_creator,pro,organic,France
user_011044,2025-12-26,developer,free,paid_ad,USA
user_011045,2024-11-06,student,pro,social_media,USA
user_011046,2025-02-26,content_creator,free,paid_ad,Other
user_011047,2025-06-11,content_creator,pro,paid_ad,Other
user_011048,2025-09-17,business,pro,partnership,USA
user_011049,2025-04-08,business,pro,organic,Germany
user_011050,2025-11-14,content_creator,free,organic,USA
user_011051,2025-06-18,business,pro,paid_ad,India
user_011052,2025-11-12,content_creator,free,paid_ad,India
user_011053,2025-11-24,content_creator,free,social_media,USA
user_011054,2025-06-13,developer,free,paid_ad,Other
user_011055,2025-01-01,developer,free,paid_ad,USA
user_011056,2025-03-31,student,free,paid_ad,USA
user_011057,2025-01-03,content_creator,free,organic,USA
user_011058,2025-04-17,content_creator,pro,organic,Germany
user_011059,2025-11-25,developer,free,organic,Other
user_011060,2024-06-19,student,free,organic,USA
user_011061,2025-04-15,student,free,organic,USA
user_011062,2025-05-15,content_creator,free,paid_ad,USA
user_011063,2025-08-18,content_creator,free,referral,Canada
user_011064,2024-12-05,developer,pro,referral,UK
user_011065,2024-12-10,business,enterprise,social_media,USA
user_011066,2025-03-18,business,free,organic,USA
user_011067,2024-12-31,developer,free,organic,India
user_011068,2025-06-15,student,free,paid_ad,Other
user_011069,2025-08-08,content_creator,pro,organic,India
user_011070,2025-11-12,developer,free,organic,Germany
user_011071,2025-09-09,content_creator,free,paid_ad,UK
user_011072,2024-08-15,business,enterprise,partnership,Brazil
user_011073,2025-04-04,content_creator,pro,organic,USA
user_011074,2025-06-19,student,pro,paid_ad,USA
user_011075,2025-09-14,developer,pro,organic,Canada
user_011076,2025-11-09,content_creator,free,referral,USA
user_011077,2025-11-10,developer,free,partnership,USA
user_011078,2025-06-20,student,pro,paid_ad,USA
user_011079,2025-11-20,content_creator,free,organic,Canada
user_011080,2024-12-21,business,enterprise,partnership,UK
user_011081,2025-12-13,student,pro,paid_ad,USA
user_011082,2025-03-04,developer,free,organic,USA
user_011083,2025-11-28,developer,free,paid_ad,Other
user_011084,2025-05-08,content_creator,free,paid_ad,Other
user_011085,2025-06-30,content_creator,free,organic,Australia
user_011086,2024-08-30,business,free,social_media,UK
user_011087,2025-11-30,content_creator,free,referral,USA
user_011088,2024-10-27,student,pro,organic,Other
user_011089,2024-12-31,business,free,organic,Germany
user_011090,2024-12-11,student,enterprise,referral,Canada
user_011091,2025-06-20,business,free,paid_ad,Canada
user_011092,2024-07-18,student,free,organic,Other
user_011093,2025-06-13,developer,free,organic,UK
user_011094,2025-07-02,business,pro,organic,Other
user_011095,2025-01-13,developer,pro,social_media,Australia
user_011096,2025-10-30,business,enterprise,partnership,Other
user_011097,2025-09-02,student,free,organic,India
user_011098,2024-12-09,developer,free,organic,Brazil
user_011099,2025-09-13,developer,pro,organic,Germany
user_011100,2025-12-22,content_creator,free,paid_ad,USA
user_011101,2025-07-08,content_creator,free,organic,USA
user_011102,2025-11-07,student,free,paid_ad,Other
user_011103,2025-04-16,content_creator,free,paid_ad,France
user_011104,2025-12-02,developer,free,social_media,India
user_011105,2025-12-22,content_creator,pro,paid_ad,UK
user_011106,2025-11-24,content_creator,pro,partnership,France
user_011107,2025-11-11,developer,enterprise,social_media,Germany
user_011108,2025-12-10,business,enterprise,organic,USA
user_011109,2025-11-06,developer,pro,organic,UK
user_011110,2025-05-11,developer,free,referral,Canada
user_011111,2025-10-14,student,free,organic,Other
user_011112,2025-08-21,business,pro,social_media,India
user_011113,2024-12-24,developer,free,paid_ad,USA
user_011114,2025-06-14,developer,free,paid_ad,UK
user_011115,2024-07-26,business,pro,paid_ad,India
user_011116,2025-08-18,business,enterprise,partnership,Other
user_011117,2025-11-18,student,free,organic,USA
user_011118,2025-06-26,student,free,partnership,Germany
user_011119,2025-09-02,content_creator,free,social_media,France
user_011120,2025-05-18,business,free,paid_ad,France
user_011121,2025-09-01,developer,free,organic,Canada
user_011122,2025-12-23,developer,free,paid_ad,USA
user_011123,2025-10-20,developer,free,organic,India
user_011124,2025-11-24,business,pro,organic,Other
user_011125,2025-01-20,developer,free,social_media,UK
user_011126,2025-08-03,content_creator,free,organic,India
user_011127,2025-10-22,developer,pro,paid_ad,Germany
user_011128,2025-02-05,developer,free,social_media,USA
user_011129,2025-10-15,content_creator,free,organic,Germany
user_011130,2024-05-24,business,enterprise,paid_ad,India
user_011131,2024-10-14,developer,free,organic,France
user_011132,2025-12-07,student,free,organic,Germany
user_011133,2025-04-24,content_creator,free,organic,UK
user_011134,2025-09-17,developer,free,referral,USA
user_011135,2024-10-20,developer,pro,paid_ad,Germany
user_011136,2025-02-10,student,pro,paid_ad,USA
user_011137,2025-03-29,developer,pro,organic,UK
user_011138,2024-12-26,business,pro,paid_ad,USA
user_011139,2025-03-26,student,free,social_media,USA
user_011140,2025-07-31,developer,enterprise,partnership,Other
user_011141,2025-01-22,business,pro,paid_ad,UK
user_011142,2025-05-02,content_creator,free,organic,USA
user_011143,2025-12-04,developer,free,paid_ad,Brazil
user_011144,2025-06-09,content_creator,free,organic,Germany
user_011145,2025-07-07,business,pro,paid_ad,USA
user_011146,2024-07-09,business,free,partnership,UK
user_011147,2025-01-11,business,enterprise,partnership,Canada
user_011148,2025-07-18,developer,pro,referral,USA
user_011149,2024-11-01,content_creator,free,social_media,USA
user_011150,2024-12-19,student,free,organic,Germany
user_011151,2025-05-15,content_creator,free,organic,USA
user_011152,2025-05-14,student,free,referral,India
user_011153,2024-12-30,content_creator,free,organic,USA
user_011154,2025-08-06,content_creator,pro,referral,Other
user_011155,2025-09-16,student,free,social_media,USA
user_011156,2025-11-19,developer,free,referral,Germany
user_011157,2025-02-21,student,free,social_media,Other
user_011158,2025-05-22,developer,free,organic,USA
user_011159,2025-11-03,content_creator,free,paid_ad,Other
user_011160,2025-05-03,developer,pro,paid_ad,Canada
user_011161,2024-09-27,developer,pro,paid_ad,Germany
user_011162,2025-12-21,developer,free,paid_ad,France
user_011163,2025-04-18,developer,pro,organic,Australia
user_011164,2025-08-17,developer,free,paid_ad,USA
user_011165,2025-03-25,content_creator,free,organic,Canada
user_011166,2025-05-08,content_creator,free,social_media,USA
user_011167,2025-02-20,content_creator,pro,organic,USA
user_011168,2025-05-17,content_creator,free,paid_ad,Other
user_011169,2025-10-01,content_creator,free,organic,Canada
user_011170,2025-01-25,student,free,organic,Japan
user_011171,2025-02-05,student,free,paid_ad,Japan
user_011172,2025-10-11,content_creator,pro,organic,India
user_011173,2024-09-12,student,pro,paid_ad,Germany
user_011174,2025-12-21,student,free,referral,India
user_011175,2024-10-24,content_creator,free,referral,Germany
user_011176,2025-06-19,business,pro,social_media,USA
user_011177,2025-11-12,business,free,paid_ad,Australia
user_011178,2025-07-29,content_creator,free,paid_ad,UK
user_011179,2024-04-28,developer,pro,paid_ad,India
user_011180,2024-12-01,business,enterprise,partnership,India
user_011181,2024-09-11,content_creator,free,organic,India
user_011182,2025-05-14,business,enterprise,social_media,Germany
user_011183,2025-10-24,student,free,paid_ad,USA
user_011184,2024-06-17,business,free,paid_ad,USA
user_011185,2025-06-29,developer,free,referral,India
user_011186,2024-11-01,content_creator,pro,organic,USA
user_011187,2025-10-10,developer,free,organic,USA
user_011188,2025-05-21,business,enterprise,social_media,USA
user_011189,2025-07-24,business,pro,paid_ad,USA
user_011190,2025-03-23,developer,free,paid_ad,USA
user_011191,2024-05-29,student,free,referral,Japan
user_011192,2025-07-29,developer,pro,social_media,USA
user_011193,2024-08-04,business,enterprise,organic,Japan
user_011194,2025-10-11,student,pro,referral,Germany
user_011195,2024-05-07,student,free,organic,USA
user_011196,2025-03-02,developer,free,partnership,India
user_011197,2025-07-18,content_creator,free,organic,Other
user_011198,2024-08-18,business,free,paid_ad,France
user_011199,2025-09-11,content_creator,free,referral,Germany
user_011200,2025-01-04,business,enterprise,organic,Germany
user_011201,2025-12-04,student,pro,social_media,Germany
user_011202,2025-11-07,business,pro,organic,France
user_011203,2025-05-03,business,free,partnership,Canada
user_011204,2025-10-30,business,enterprise,organic,USA
user_011205,2025-12-15,developer,free,paid_ad,France
user_011206,2025-01-15,content_creator,free,organic,USA
user_011207,2024-11-30,content_creator,pro,paid_ad,France
user_011208,2025-04-19,content_creator,free,referral,Australia
user_011209,2025-04-13,developer,free,paid_ad,USA
user_011210,2024-03-15,content_creator,enterprise,organic,USA
user_011211,2025-07-04,content_creator,free,organic,France
user_011212,2025-06-24,business,pro,social_media,Germany
user_011213,2025-11-20,business,free,social_media,USA
user_011214,2025-12-07,content_creator,pro,organic,Germany
user_011215,2025-09-24,student,pro,social_media,USA
user_011216,2025-08-13,developer,free,paid_ad,Australia
user_011217,2025-11-11,content_creator,pro,referral,USA
user_011218,2025-05-06,content_creator,free,paid_ad,Other
user_011219,2025-03-06,content_creator,pro,paid_ad,USA
user_011220,2025-02-06,content_creator,free,paid_ad,Brazil
user_011221,2025-11-07,content_creator,free,social_media,UK
user_011222,2025-10-07,content_creator,pro,referral,India
user_011223,2024-09-02,student,free,referral,Germany
user_011224,2025-06-23,student,free,organic,Other
user_011225,2025-09-06,developer,free,referral,USA
user_011226,2025-06-28,developer,enterprise,organic,Brazil
user_011227,2025-08-30,content_creator,free,referral,India
user_011228,2025-11-06,business,pro,referral,Canada
user_011229,2025-08-11,content_creator,free,partnership,India
user_011230,2025-11-12,content_creator,free,paid_ad,Other
user_011231,2025-08-10,content_creator,free,paid_ad,Other
user_011232,2025-10-20,student,pro,organic,Japan
user_011233,2025-12-16,content_creator,pro,organic,USA
user_011234,2024-12-09,content_creator,free,organic,UK
user_011235,2025-01-04,student,free,paid_ad,UK
user_011236,2025-10-20,content_creator,free,partnership,Canada
user_011237,2025-02-15,business,free,partnership,UK
user_011238,2025-07-03,developer,free,paid_ad,India
user_011239,2025-05-31,content_creator,free,organic,USA
user_011240,2025-06-05,developer,free,paid_ad,USA
user_011241,2025-12-28,content_creator,enterprise,paid_ad,Germany
user_011242,2025-06-23,student,enterprise,organic,Germany
user_011243,2025-01-27,business,pro,referral,France
user_011244,2025-03-22,student,pro,organic,UK
user_011245,2024-10-26,content_creator,free,paid_ad,Canada
user_011246,2025-12-05,content_creator,free,social_media,USA
user_011247,2025-05-07,content_creator,free,paid_ad,UK
user_011248,2025-04-16,business,free,organic,USA
user_011249,2024-08-12,student,pro,social_media,USA
user_011250,2025-12-01,student,free,organic,USA
user_011251,2025-09-02,content_creator,free,paid_ad,USA
user_011252,2025-12-14,business,free,paid_ad,France
user_011253,2025-11-14,content_creator,free,social_media,USA
user_011254,2025-06-04,business,pro,paid_ad,Japan
user_011255,2025-10-30,business,enterprise,referral,Japan
user_011256,2024-11-30,student,free,paid_ad,USA
user_011257,2025-03-05,developer,free,paid_ad,Other
user_011258,2025-05-02,content_creator,free,organic,France
user_011259,2024-10-12,student,free,organic,Japan
user_011260,2025-02-05,developer,pro,referral,USA
user_011261,2025-12-18,business,enterprise,organic,UK
user_011262,2024-06-22,developer,free,social_media,Canada
user_011263,2025-11-22,content_creator,pro,referral,Germany
user_011264,2025-07-29,content_creator,pro,paid_ad,USA
user_011265,2024-04-06,content_creator,free,referral,USA
user_011266,2025-03-28,student,enterprise,paid_ad,Canada
user_011267,2025-01-24,content_creator,free,referral,Canada
user_011268,2025-05-04,content_creator,free,organic,Australia
user_011269,2025-01-07,student,free,partnership,USA
user_011270,2025-08-26,business,free,partnership,Other
user_011271,2025-11-01,student,free,referral,USA
user_011272,2025-04-18,developer,pro,referral,Other
user_011273,2025-05-09,content_creator,free,organic,Canada
user_011274,2025-10-05,student,free,referral,India
user_011275,2024-08-27,business,free,paid_ad,India
user_011276,2025-11-29,content_creator,pro,paid_ad,USA
user_011277,2024-04-24,business,free,partnership,USA
user_011278,2025-08-12,student,pro,organic,USA
user_011279,2025-07-28,developer,pro,organic,UK
user_011280,2025-01-07,business,free,referral,Other
user_011281,2025-09-24,student,enterprise,paid_ad,USA
user_011282,2025-09-16,developer,free,social_media,Other
user_011283,2025-01-08,student,free,paid_ad,Canada
user_011284,2025-10-26,content_creator,free,referral,UK
user_011285,2025-12-02,business,enterprise,referral,USA
user_011286,2024-08-12,developer,free,referral,Canada
user_011287,2025-07-24,content_creator,free,organic,Other
user_011288,2025-10-30,developer,free,paid_ad,USA
user_011289,2024-09-15,developer,free,paid_ad,USA
user_011290,2024-08-25,content_creator,free,paid_ad,USA
user_011291,2025-07-29,student,free,partnership,Other
user_011292,2025-07-04,developer,free,organic,Other
user_011293,2025-06-10,student,free,partnership,USA
user_011294,2025-11-28,developer,enterprise,paid_ad,France
user_011295,2025-08-05,content_creator,free,organic,India
user_011296,2025-01-08,content_creator,pro,referral,France
user_011297,2024-02-28,developer,free,paid_ad,Germany
user_011298,2025-07-23,student,pro,social_media,Brazil
user_011299,2024-09-08,business,pro,partnership,Germany
user_011300,2024-08-10,developer,pro,referral,UK
user_011301,2025-12-04,developer,free,referral,USA
user_011302,2025-03-22,developer,free,organic,USA
user_011303,2025-01-23,developer,free,referral,USA
user_011304,2025-12-06,student,free,referral,Germany
user_011305,2025-02-14,business,enterprise,partnership,Australia
user_011306,2025-10-30,student,free,organic,USA
user_011307,2025-08-15,business,free,paid_ad,USA
user_011308,2025-06-20,developer,free,paid_ad,Japan
user_011309,2025-12-10,content_creator,free,social_media,Other
user_011310,2024-11-29,developer,free,paid_ad,UK
user_011311,2025-10-09,business,free,partnership,India
user_011312,2025-06-18,student,free,organic,India
user_011313,2024-07-08,content_creator,pro,paid_ad,UK
user_011314,2025-11-12,content_creator,pro,paid_ad,USA
user_011315,2025-04-09,business,pro,organic,USA
user_011316,2025-08-28,student,free,paid_ad,Germany
user_011317,2024-11-10,business,pro,paid_ad,Other
user_011318,2025-01-22,student,free,organic,Canada
user_011319,2025-12-17,student,pro,social_media,USA
user_011320,2024-12-09,content_creator,pro,paid_ad,Other
user_011321,2025-09-11,business,free,paid_ad,USA
user_011322,2025-08-30,student,pro,referral,UK
user_011323,2025-05-19,student,free,referral,Canada
user_011324,2025-04-18,business,pro,paid_ad,India
user_011325,2025-07-12,developer,enterprise,organic,UK
user_011326,2025-02-05,content_creator,free,organic,India
user_011327,2025-09-30,business,free,partnership,Other
user_011328,2024-12-08,student,enterprise,paid_ad,Brazil
user_011329,2025-10-23,content_creator,free,paid_ad,Other
user_011330,2025-08-01,developer,free,partnership,Brazil
user_011331,2025-09-16,student,free,organic,USA
user_011332,2025-07-04,student,free,social_media,USA
user_011333,2025-05-09,student,pro,social_media,USA
user_011334,2025-09-23,developer,free,social_media,Other
user_011335,2025-06-27,developer,free,paid_ad,Other
user_011336,2024-12-20,business,pro,paid_ad,UK
user_011337,2025-06-20,business,pro,organic,Canada
user_011338,2025-10-30,business,enterprise,paid_ad,USA
user_011339,2025-10-19,student,free,organic,India
user_011340,2025-01-21,student,pro,partnership,USA
user_011341,2025-11-30,student,pro,organic,Other
user_011342,2025-02-13,business,free,partnership,Other
user_011343,2025-05-06,student,free,organic,USA
user_011344,2025-02-01,content_creator,free,paid_ad,India
user_011345,2025-01-14,content_creator,pro,referral,India
user_011346,2025-10-16,student,free,social_media,Other
user_011347,2025-07-08,business,pro,paid_ad,India
user_011348,2025-05-08,developer,free,organic,USA
user_011349,2025-10-06,content_creator,pro,social_media,USA
user_011350,2025-11-22,content_creator,pro,paid_ad,Other
user_011351,2025-10-09,content_creator,free,social_media,USA
user_011352,2025-07-15,content_creator,free,referral,USA
user_011353,2025-07-13,developer,free,organic,Australia
user_011354,2024-06-28,business,free,social_media,India
user_011355,2025-09-06,developer,free,referral,France
user_011356,2024-07-11,business,free,paid_ad,UK
user_011357,2025-06-13,student,pro,paid_ad,India
user_011358,2025-05-25,student,free,paid_ad,UK
user_011359,2025-11-25,student,free,referral,France
user_011360,2025-12-17,business,enterprise,social_media,Other
user_011361,2025-08-15,student,pro,organic,Other
user_011362,2024-09-16,student,pro,organic,Germany
user_011363,2025-02-17,business,free,partnership,India
user_011364,2025-08-12,content_creator,pro,organic,USA
user_011365,2025-07-18,developer,free,social_media,Other
user_011366,2025-02-09,business,pro,partnership,Canada
user_011367,2025-11-23,business,free,organic,Brazil
user_011368,2025-07-06,student,free,organic,Brazil
user_011369,2025-08-01,developer,enterprise,paid_ad,USA
user_011370,2025-04-09,business,free,paid_ad,Germany
user_011371,2025-09-03,content_creator,free,paid_ad,Australia
user_011372,2025-09-13,student,pro,organic,USA
user_011373,2024-07-10,business,free,referral,Other
user_011374,2025-05-23,business,pro,paid_ad,USA
user_011375,2025-09-03,content_creator,pro,referral,USA
user_011376,2025-04-10,developer,free,organic,Australia
user_011377,2025-02-22,content_creator,pro,organic,France
user_011378,2024-10-16,content_creator,free,referral,USA
user_011379,2025-09-07,content_creator,free,referral,Australia
user_011380,2025-12-03,business,pro,partnership,Japan
user_011381,2024-05-04,student,free,organic,Germany
user_011382,2025-07-01,developer,pro,organic,India
user_011383,2024-10-14,student,free,paid_ad,UK
user_011384,2024-07-29,developer,free,organic,Canada
user_011385,2025-06-25,student,pro,paid_ad,UK
user_011386,2025-05-07,content_creator,free,organic,France
user_011387,2024-12-21,content_creator,free,paid_ad,Canada
user_011388,2025-12-08,content_creator,free,organic,India
user_011389,2025-12-01,student,free,paid_ad,Other
user_011390,2024-12-11,developer,free,organic,India
user_011391,2025-03-25,content_creator,free,social_media,Germany
user_011392,2024-08-19,business,pro,referral,Germany
user_011393,2025-06-07,content_creator,free,organic,UK
user_011394,2025-08-17,student,free,organic,Canada
user_011395,2025-06-22,student,free,organic,Other
user_011396,2024-12-17,student,free,organic,USA
user_011397,2024-11-22,student,free,social_media,USA
user_011398,2024-06-17,developer,free,paid_ad,Japan
user_011399,2024-10-15,developer,pro,paid_ad,France
user_011400,2025-03-27,developer,free,organic,India
user_011401,2025-12-20,developer,enterprise,paid_ad,India
user_011402,2025-06-17,content_creator,free,organic,USA
user_011403,2025-12-19,student,free,organic,Canada
user_011404,2025-07-04,developer,free,organic,USA
user_011405,2025-02-25,content_creator,free,social_media,Germany
user_011406,2025-11-20,developer,free,social_media,USA
user_011407,2025-11-20,content_creator,pro,organic,France
user_011408,2024-11-08,student,free,partnership,USA
user_011409,2025-03-20,business,pro,organic,USA
user_011410,2025-07-24,developer,free,referral,France
user_011411,2025-03-03,content_creator,free,social_media,USA
user_011412,2025-10-11,developer,pro,organic,Australia
user_011413,2025-01-12,content_creator,pro,organic,India
user_011414,2024-10-18,student,enterprise,partnership,India
user_011415,2025-06-03,developer,free,paid_ad,USA
user_011416,2025-08-28,content_creator,pro,paid_ad,USA
user_011417,2025-05-15,business,free,organic,Australia
user_011418,2025-05-26,content_creator,free,organic,India
user_011419,2025-05-19,business,free,paid_ad,UK
user_011420,2025-02-14,business,pro,organic,India
user_011421,2025-08-31,content_creator,free,organic,USA
user_011422,2025-08-13,business,free,social_media,UK
user_011423,2025-07-26,developer,free,organic,USA
user_011424,2025-04-22,developer,pro,paid_ad,Germany
user_011425,2025-10-22,business,free,organic,UK
user_011426,2025-08-31,business,free,social_media,UK
user_011427,2025-12-08,content_creator,free,organic,UK
user_011428,2025-10-10,developer,free,partnership,Australia
user_011429,2025-03-02,student,free,organic,UK
user_011430,2025-02-03,developer,free,partnership,Other
user_011431,2025-09-24,developer,free,referral,India
user_011432,2025-12-20,developer,free,paid_ad,India
user_011433,2025-12-21,business,enterprise,organic,USA
user_011434,2025-07-07,content_creator,enterprise,paid_ad,Japan
user_011435,2025-08-06,developer,free,referral,India
user_011436,2025-12-08,developer,pro,social_media,India
user_011437,2025-12-10,content_creator,pro,social_media,UK
user_011438,2025-07-25,developer,free,paid_ad,Canada
user_011439,2025-10-25,content_creator,free,organic,Australia
user_011440,2025-04-30,content_creator,free,paid_ad,USA
user_011441,2025-07-14,business,pro,paid_ad,USA
user_011442,2025-02-22,business,pro,paid_ad,India
user_011443,2025-10-02,business,free,partnership,USA
user_011444,2025-12-12,developer,free,paid_ad,USA
user_011445,2025-01-21,developer,pro,organic,USA
user_011446,2025-08-21,business,pro,referral,Other
user_011447,2025-11-13,content_creator,free,paid_ad,USA
user_011448,2025-04-26,content_creator,free,paid_ad,USA
user_011449,2025-11-30,student,pro,social_media,Other
user_011450,2024-12-16,developer,pro,organic,USA
user_011451,2025-06-27,content_creator,pro,referral,Germany
user_011452,2024-10-01,student,free,organic,Brazil
user_011453,2025-05-17,student,free,organic,Other
user_011454,2025-06-26,student,pro,partnership,Germany
user_011455,2025-03-05,business,pro,paid_ad,France
user_011456,2025-07-02,developer,free,organic,UK
user_011457,2024-12-29,developer,free,organic,USA
user_011458,2025-01-16,developer,free,referral,India
user_011459,2025-08-25,student,free,referral,France
user_011460,2024-12-24,business,free,partnership,USA
user_011461,2025-06-20,developer,pro,organic,UK
user_011462,2025-05-07,business,pro,partnership,India
user_011463,2025-03-25,content_creator,free,referral,USA
user_011464,2024-10-09,content_creator,enterprise,organic,Japan
user_011465,2025-11-30,content_creator,free,organic,Canada
user_011466,2025-09-09,content_creator,pro,partnership,India
user_011467,2025-11-14,student,free,organic,India
user_011468,2025-08-30,content_creator,free,organic,Germany
user_011469,2025-08-29,business,enterprise,referral,USA
user_011470,2025-11-22,developer,free,paid_ad,USA
user_011471,2025-04-01,business,pro,social_media,Japan
user_011472,2025-06-21,developer,pro,organic,Brazil
user_011473,2025-07-16,student,free,social_media,India
user_011474,2025-11-12,student,pro,paid_ad,France
user_011475,2025-03-22,content_creator,free,paid_ad,USA
user_011476,2025-12-14,business,pro,paid_ad,Canada
user_011477,2025-06-28,content_creator,free,social_media,India
user_011478,2024-09-26,developer,free,referral,USA
user_011479,2024-09-14,developer,pro,paid_ad,UK
user_011480,2025-04-27,student,free,organic,USA
user_011481,2025-10-05,student,free,organic,India
user_011482,2024-12-27,student,free,social_media,USA
user_011483,2025-08-12,developer,pro,organic,France
user_011484,2025-10-28,student,free,organic,USA
user_011485,2025-09-09,content_creator,free,referral,USA
user_011486,2025-01-29,student,free,paid_ad,Australia
user_011487,2025-07-12,developer,free,organic,Other
user_011488,2025-06-08,content_creator,free,organic,USA
user_011489,2025-05-07,business,pro,partnership,UK
user_011490,2025-10-15,business,free,organic,USA
user_011491,2025-11-12,business,pro,paid_ad,India
user_011492,2025-05-06,business,pro,paid_ad,Other
user_011493,2025-10-23,business,pro,social_media,USA
user_011494,2025-10-23,content_creator,free,organic,France
user_011495,2025-11-27,content_creator,free,organic,Other
user_011496,2024-12-16,business,enterprise,partnership,USA
user_011497,2025-10-28,business,enterprise,paid_ad,Other
user_011498,2025-09-27,student,free,organic,Japan
user_011499,2024-10-15,business,pro,partnership,USA
user_011500,2025-07-15,developer,pro,paid_ad,Japan
user_011501,2025-09-11,developer,free,organic,Japan
user_011502,2025-10-16,business,pro,organic,Germany
user_011503,2025-08-29,developer,free,paid_ad,Germany
user_011504,2025-08-08,content_creator,free,organic,India
user_011505,2025-12-24,content_creator,free,paid_ad,India
user_011506,2025-06-13,developer,free,paid_ad,Canada
user_011507,2025-06-30,content_creator,free,organic,India
user_011508,2025-07-18,student,free,paid_ad,Australia
user_011509,2024-11-06,content_creator,free,organic,USA
user_011510,2025-12-10,student,free,paid_ad,UK
user_011511,2025-11-01,student,free,social_media,Other
user_011512,2025-09-24,content_creator,free,social_media,UK
user_011513,2025-07-31,student,free,paid_ad,Germany
user_011514,2025-09-17,developer,pro,paid_ad,Australia
user_011515,2025-03-09,content_creator,enterprise,paid_ad,USA
user_011516,2025-08-23,student,free,paid_ad,UK
user_011517,2025-09-23,student,free,organic,USA
user_011518,2025-12-27,developer,enterprise,referral,USA
user_011519,2025-05-13,developer,free,paid_ad,Canada
user_011520,2025-04-21,student,free,organic,Brazil
user_011521,2025-11-05,student,free,organic,UK
user_011522,2025-04-23,business,pro,organic,USA
user_011523,2024-08-28,student,free,referral,Japan
user_011524,2025-09-16,content_creator,free,organic,USA
user_011525,2025-06-21,content_creator,pro,organic,USA
user_011526,2025-09-24,content_creator,free,social_media,USA
user_011527,2024-12-17,student,free,social_media,Japan
user_011528,2025-01-20,student,free,organic,USA
user_011529,2025-11-17,student,free,referral,USA
user_011530,2025-10-28,business,free,paid_ad,UK
user_011531,2025-08-10,content_creator,free,social_media,India
user_011532,2025-02-16,business,pro,paid_ad,France
user_011533,2025-10-25,content_creator,free,organic,India
user_011534,2025-01-21,student,pro,paid_ad,USA
user_011535,2024-11-11,content_creator,free,social_media,USA
user_011536,2025-05-30,student,free,organic,UK
user_011537,2024-09-28,student,free,organic,Other
user_011538,2025-01-27,business,pro,referral,Other
user_011539,2025-10-14,developer,free,organic,Canada
user_011540,2025-07-23,content_creator,pro,partnership,Germany
user_011541,2025-11-19,student,free,referral,Other
user_011542,2024-07-18,content_creator,free,paid_ad,Brazil
user_011543,2024-12-27,content_creator,free,organic,USA
user_011544,2025-08-26,business,free,organic,USA
user_011545,2025-05-22,developer,free,organic,USA
user_011546,2025-12-30,student,free,referral,France
user_011547,2024-06-13,developer,free,organic,Canada
user_011548,2024-11-10,content_creator,free,organic,USA
user_011549,2025-06-17,developer,free,paid_ad,India
user_011550,2024-07-24,developer,free,partnership,USA
user_011551,2025-10-26,student,free,paid_ad,UK
user_011552,2025-07-26,business,enterprise,referral,Other
user_011553,2025-12-19,developer,free,paid_ad,Canada
user_011554,2025-09-08,content_creator,free,social_media,USA
user_011555,2025-07-23,developer,enterprise,organic,Japan
user_011556,2025-05-24,developer,enterprise,organic,Canada
user_011557,2025-09-25,business,pro,organic,UK
user_011558,2025-07-26,business,enterprise,partnership,Other
user_011559,2025-10-27,content_creator,pro,organic,USA
user_011560,2025-09-13,developer,pro,organic,Germany
user_011561,2025-12-28,student,pro,organic,Canada
user_011562,2025-05-19,developer,pro,organic,Other
user_011563,2025-09-06,content_creator,pro,paid_ad,USA
user_011564,2025-03-09,content_creator,free,organic,USA
user_011565,2025-10-24,developer,free,organic,Germany
user_011566,2025-01-29,content_creator,free,referral,Other
user_011567,2025-04-21,developer,free,paid_ad,UK
user_011568,2025-08-07,developer,free,organic,Other
user_011569,2025-03-12,developer,enterprise,paid_ad,Japan
user_011570,2025-09-15,business,free,partnership,India
user_011571,2025-12-05,developer,free,organic,USA
user_011572,2025-12-10,content_creator,pro,paid_ad,Germany
user_011573,2025-06-07,developer,free,organic,USA
user_011574,2025-02-26,student,enterprise,organic,USA
